Nombre,Direccion,Localidad,Pais,Latitud,Longitud,OK
CLAVELITOS,"PABLO MORILLO, 31",ZAMORA,ESPAÑA,41.5108637,-5.7389819,SI
CLICTIC,"C/ FERNÁNDEZ DE LOS RÍOS, Nº 68 - PLANTA 4ª PUERTA B",MADRID,ESPAÑA,40.4353668,-3.7124276,SI
CLIENTE IBERFLORA,"AVENIDA FIRES, 1",VALENCIA,ESPAÑA,39.5042412,-0.4288839,SI
CLUB CICLISTA O ROSAL,BAIXOS GARDERIA MUNICIPAL DE PIAS,O ROSAL,ESPAÑA,41.9372462,-8.836373,SI
CLUN AMES,"LG. PONTEMACEIRA, S/NAGRON",AMES,ESPAÑA,42.9025978,-8.6926952,SI
CLUN NEGREIRA,"LG.PONTEMACEIRA, S/N - AGROM",AMES,ESPAÑA,42.9038027,-8.6583677,SI
CLUN RIBADEO,"LG. PONTEMACEIRA, S/NAGRON",AMES,ESPAÑA,42.9025978,-8.6926952,SI
CLUN SANTA COMBA,"LG.PONTEMACEIRA, S/N-AGROM",AMES,ESPAÑA,42.9038027,-8.6583677,SI
CLUN VALXESTOSO,"LG PONTEMACEIRA, S/N - AGROM",AMES,ESPAÑA,42.9038027,-8.6583677,SI
CLUN-MELIDE,"LG.PONTEMACEIRA, S/N-AGROM",AMES,ESPAÑA,42.9038027,-8.6583677,SI
CLUN-ORDES,"LG.PONTEMACEIRA, S/N - AGROM",AMES,ESPAÑA,42.9038027,-8.6583677,SI
CLUN-PICOTA,"LG.PONTEMACEIRA, S/N-AGROM",AMES,ESPAÑA,42.9038027,-8.6583677,SI
CMVMC DE CAMOS,"CAMOS, 121RUA DOS PAZOS",NIGRAN,ESPAÑA,42.1425922,-8.772565,SI
CODIS PLANT,"GLORIETA PUERTA DEL HIERRO, S/N",MADRID,ESPAÑA,40.4621352,-3.7508694,SI
COFRADIA DULCE NOMBRE DE JESUS NAZARENO,"C/SANTA NONIA, S/N",LEON,ESPAÑA,42.5956393,-5.5718691,SI
COLEGIO DE TEBRA,A IGREXA S/N,TOMIÑO,ESPAÑA,42.0418622,-8.7346951,SI
COLEGIO MONTECASTELO,"PAZ PARDO, 84",VIGO,ESPAÑA,42.2147314,-8.693623299999999,SI
COLIBRI,"DEVESA, Nº 6 - MOSENDE",O PORRIÑO,ESPAÑA,42.1224789,-8.6591601,SI
"COLLAZO ALONSO, JOSE","SAN TELMO, SAA, 99, A3, CAMPOSANCOS",A GUARDA,ESPAÑA,41.8842538,-8.8620673,SI
COLOR POMELO ESTUDIO FLORAL,"CALLE ZUÑIGA, 13",VALLADOLID,ESPAÑA,41.65053,-4.730119999999999,SI
COLUGA - GRUPO SOAGA,AVDA. TERRA CHA N. 228,VILALBA,ESPAÑA,43.2935825,-7.6674277,SI
COMERCIAL A GRANXA 1983,"C/ COBIAN ROFFIGNAC, Nº7 - BAJO IZQUIERDA",PONTEVEDRA,ESPAÑA,42.4318453,-8.6421272,SI
COMERCIAL A LABRANZA (CALDAS),"C/JUAN FUENTES, 54 BAJO",CALDAS DE REIS (CASCO URBANO),ESPAÑA,42.604183,-8.6507011,SI
COMERCIAL AGRICOLA AGROCEE,"RUA ESTATUTO DE AUTONOMIA DE GALICIA, 16",CEE,ESPAÑA,42.9560694,-9.1919799,SI
COMERCIAL AGRICOLA ANTONIO,"RUA MEROUCES, Nº8",MONDARIZ,ESPAÑA,42.2341882,-8.4550111,SI
COMERCIAL AGRICOLA BENEDICTO,C/.PARROQUIA DE SALTO,VIMIANZO,ESPAÑA,43.1100475,-9.0324195,SI
COMERCIAL AGRICOLA GANADERA ALVARO BLANCO,"C/.CAMPO GRANDE, 6","RUA, (A)",ESPAÑA,42.3953504,-7.110063999999999,SI
COMERCIAL AGRICOLA PUGA,"RUA DA FEIRA NOVA, 24 BAJO",OURENSE,ESPAÑA,42.3476078,-7.8771997,SI
COMERCIAL AGRICOLA SALVATERRA,"C/RAIÑA DOÑA URRACA, 9 - BAIXO",SALVATERRA DO MIÑO,ESPAÑA,42.0842059,-8.4977813,SI
COMERCIAL AGRICOLA SEOANE MOREIRA,"C/ MEXICO, 2 - BAJO",PONTE CALDELAS,ESPAÑA,42.39031790000001,-8.50277,SI
COMERCIAL AGRICOLA SINDO,"C/.SAN BIEITO, 18",GONDOMAR,ESPAÑA,42.1110616,-8.7593462,SI
COMERCIAL AGRICOLA SINDO (NO USAR),"C/.SAN BIEITO, 18",GONDOMAR,ESPAÑA,42.1110616,-8.7593462,SI
COMERCIAL AGRICOLA VEDRA (GALICAMPO)  ( no usar ),SAN MIGUEL DE SARANDON,VEDRA,ESPAÑA,42.7649221,-8.458508,SI
COMERCIAL AGRICOLA VERDE MIÑOR,"C/ROSALIA DE CASTRO, 28",NIGRAN,ESPAÑA,42.1382661,-8.807486899999999,SI
COMERCIAL AGROALIMENTARIA,"ESPIRITU SANTO, 70 BAJO",COIRO (SAN SALVADOR),ESPAÑA,42.264185,-8.781991999999999,SI
COMERCIAL AGROSANTOS,"C/GÁNDARA, Nº37 - PONTE DE PORTO",CAMARIÑAS,ESPAÑA,43.1372366,-9.1149675,SI
COMERCIAL ALFONSO SOUTO,"C/ LUGO, 101",ARZUA,ESPAÑA,42.9290558,-8.155927799999999,SI
COMERCIAL AREAS,"LUGAR O PICOTO (AREAS), 29",PONTEAREAS,ESPAÑA,42.1802369,-8.5331129,SI
COMERCIAL ARRIBAS,"C/PINTOR LAXEIRO, 13",LALIN,ESPAÑA,42.6598824,-8.111545,SI
COMERCIAL AVILANDIA,"LUIS TABOADA, 27 PL.00 DCHA",VIGO,ESPAÑA,42.2401962,-8.7214481,SI
COMERCIAL BARCIELA,"ROCHA, 55",XINZO,ESPAÑA,42.0631102,-7.7259471,SI
COMERCIAL BASTOS,"CTRA.CAMPOSANCOS, 436SAN MIGUEL DE OIA",VIGO,ESPAÑA,42.1798194,-8.795138,SI
COMERCIAL BLANCO OJEA,NIGUEIROA S/N,RAIRIZ DE VEIGA,ESPAÑA,42.1272092,-7.849715000000001,SI
COMERCIAL BRION-TERRAS DE LABRANZA,"AVDA. DOS ANXELES, 43",BRION,ESPAÑA,42.8524606,-8.6768409,SI
COMERCIAL BRION-TERRAS DE LABRANZA,"AVDA AS BRAÑAS, Nº31 - PORTAL 2, 1C",NEGREIRA,ESPAÑA,42.9152469,-8.7354924,SI
COMERCIAL CACABELOS (YARA),"LUGAR VICHONA, 59",SANXENXO,ESPAÑA,42.416489,-8.8252502,SI
COMERCIAL CAJARAVILLE,"RUA DO CAMPELO, 1RAMALLOSA",TEO,ESPAÑA,42.792576,-8.5491847,SI
COMERCIAL CHAPELA,"C/ PASAN, 7",REDONDELA,ESPAÑA,42.2613823,-8.6716494,SI
COMERCIAL E.LIÑARES,"AVDA. BARCALA, 23 BAJO",NEGREIRA,ESPAÑA,42.9324252,-8.7679347,SI
COMERCIAL GARDIZ,"BARRIO MAYO VIASCON, 22",VIASCON,ESPAÑA,42.4845075,-8.5420616,SI
COMERCIAL PEDRA ALTA,"AVDA. BUEU, 21-BAIXO",CANGAS,ESPAÑA,42.2573853,-8.787482899999999,SI
COMERCIAL PIENSOS JUCAR,"C/MADRID, 6",CUELLAR,ESPAÑA,41.3988696,-4.314049199999999,SI
COMERCIAL PIRIS,EXCUSA Nº7BARRANTES,RIBADUMIA,ESPAÑA,42.5188711,-8.7512359,SI
COMERCIAL PRO-RURAL,"AVDA. TRECE DE ABRIL, S/NA PICOTA",MAZARICOS,ESPAÑA,42.9398887,-8.993744099999999,SI
COMERCIAL RAXO,"AVDA. OUTEIRO, 20 - PLANTA BAJA",RAXO (SAN GREGORIO),ESPAÑA,42.4054141,-8.753630099999999,SI
COMERCIAL RODRIGUEZ,"VILARCHAN, Nº51",PONTECALDELAS,ESPAÑA,42.4117053,-8.5616292,SI
COMERCIAL SAN ISIDRO SAVIÑAO,"C/ DOCTOR LOPEZ SUAREZ ESCARION, 8",NULL,ESPAÑA,43.0288827,-7.7902526,SI
COMERCIAL SIVAR,"CASAS NOVAS, 62",MOURENTE,ESPAÑA,42.4416455,-8.6154017,SI
COMERCIAL SONEIRA,"REQUIAN, 12 (CACHEIRAS)",TEO,ESPAÑA,42.8220467,-8.5613215,SI
COMERCIAL SUAREZ,"C/. AGRA DOS GREGOS, Nº41 BAJO B",CORUÑA (A),ESPAÑA,43.3637626,-8.4103923,SI
COMERCIAL TAK TAK,SAN JURJO BADIA 228,FIGO,ESPAÑA,42.2486951,-8.6971743,SI
COMERCIAL TRIGO,"MARRUA, Nº 9A",MOAÑA,ESPAÑA,42.3077373,-8.715083100000001,SI
COMERCIAL TRIGO (NO USAR),"MARRUA, Nº9 A",MOAÑA,ESPAÑA,42.3077373,-8.715083100000001,SI
COMERCIAL VETERINARIA AGROSALUD,AVENIDA BENIGNO QUIROGA No 10 - BAJO (PUEBLA DE SAN JULIAN),LANCARA,ESPAÑA,42.8667231,-7.4466418,SI
COMERCIAL VETERINARIA SEÑARIS,"RUA ARCAI Nº122 BAJO B
BEMBIBRE",VAL DO DUBRA,ESPAÑA,43.0270983,-8.6563511,SI
COMERCIAL VILANOVIÑA,LG. VILANOVIÑA Nº20B,PARADELA (MEIS),ESPAÑA,42.5459094,-8.7255612,SI
COMERCIAL VIRGINIA GONZALEZ,"POLIGONO LA CAMPANA , NAVE 32",NUEVA ANDALUCIA,ESPAÑA,36.4923752,-4.951609599999999,SI
COMPASSO DA ALMA,RUA AQUILINO RIBEIRO. 533,PAREDES DE COURA,PORTUGAL,41.9128718,-8.5570313,SI
COMPONENTES DE VEHICULOS DE GALICIA,"POLIGONO INDUSTRIAL AS GANDARAS, PARCELA 101",PORRIÑO (O),ESPAÑA,42.1271693,-8.6256883,SI
COMUNIDAD DE MONTES EN MAN COMUN DE COMESAÑA,"RUA SANIN, 54",VIGO,ESPAÑA,42.1986664,-8.748954,SI
COMUNIDAD PROPIETARIOS EPOBALSA,CALLE LORIENT 2-4,VIGO,ESPAÑA,42.2110417,-8.745431300000002,SI
COMUNIDADE DE MONTES COUSO,"LUGAR LAXES, S/N - CASA VECIÑAL",GONDOMAR,ESPAÑA,42.0846623,-8.7426152,SI
COMUNIDADE DE MONTES DE SOUTELO,LG. CASAL-SOUTELO,SALCEDA DE CASELAS,ESPAÑA,42.0839564,-8.5953926,SI
COMUNINADE DE MONTES PEITIEIROS,"PEROLEIRA, 33 PEITIEIROS",GONDOMAR,ESPAÑA,42.0986596,-8.7378527,SI
CON FLORES Y A LO LOCO,"CALLE ESGUEVA 15, 7ºA",VALLADOLID,ESPAÑA,41.654826,-4.7226637,SI
CONCELLO DE ALLARIZ,"PLAZA MAYOR, 1",ALLARIZ,ESPAÑA,42.18946649999999,-7.800552199999999,SI
CONCELLO DE AS NEVES,"PRAZA DA CRISTIANDADE, 1",AS NEVES,ESPAÑA,42.0878784,-8.414672999999999,SI
CONCELLO DE LALIN,"PLAZA DE GALICIA, 1",LALIN,ESPAÑA,42.6608843,-8.1164841,SI
CONCELLO DE MARIN,AVDA. DE OURENSE S/N,MARIN (CASCO URBANO),ESPAÑA,42.3914848,-8.7020824,SI
CONCELLO DE OROSO,"PRAZA DE ISAAC DIAZ PARDO, 1",SIGUEIRO,ESPAÑA,42.9687816,-8.4417533,SI
CONCELLO DE OURENSE,"PLZA.MAYOR, 1",OURENSE,ESPAÑA,42.41166219999999,-8.025478999999999,SI
CONCELLO DE SALVATERRA DE MIÑO,"PRAZA DA CONSTITUCION, Nº1",SALVATERRA DE MIÑO,ESPAÑA,42.0833836,-8.5002777,SI
CONCELLO DE TOMIÑO,"PRAZA DO SEIXO, Nº1",TOMIÑO,ESPAÑA,41.991444,-8.74353,SI
CONFITERIA LA FE,"C/. PERIODISTA ADEFLOR, 3",GIJON,ESPAÑA,43.5377121,-5.6622977,SI
CONFITERIA SILVIA,PLAZA CONSTITUCION,CEE,ESPAÑA,42.9549904,-9.188699699999999,SI
CONSTRUCCION DE LINO MALVAS,"MALVAS LA CRUZ, Nº60",TUI,ESPAÑA,42.04916060000001,-8.6466464,SI
CONSTRUCCIONES PORLAN,"CARRETERA DE SAKCEDA, KM.1,SN",SANGUIÑEDA (SANTA MARIA),ESPAÑA,36.5279542,-6.2909916,SI
CONSTRUCIONS DOMINGUEZ DANTAS,"C/ CARABELA PINTA, Nº 14 - 4º A-B",BAIONA,ESPAÑA,42.1203921,-8.851068699999999,SI
CONTADO ALMACEN CORUÑA (15000),1,GUISAMO,ESPAÑA,43.2997404,-8.2731154,SI
CONTADO ALMACEN SEVILLA,1,NULL,ESPAÑA,40.46366700000001,-3.74922,SI
CONTADO HORTICOLA ALMACEN 1,ALMACEN TOMIÑO HUERTA 1  BC,TOMIÑO,ESPAÑA,41.9924192,-8.7424885,SI
CONTADO HORTICOLA ALMACEN 2,ALMACEN TOMIÑO HUERTA 2 MD,TOMIÑO,ESPAÑA,41.9924192,-8.7424885,SI
CONTADO HORTICOLA ALMACEN 3,ALMACEN TOMIÑO HUERTA 3 Mñ,TOMIÑO,ESPAÑA,41.9924192,-8.7424885,SI
CONTADO HORTICOLA ALMACEN 4,"ALMACEN 4TOMIÑO
HUERTA 4 PT",NULL,ESPAÑA,40.46366700000001,-3.74922,SI
COOPERATIE ROYAL FLORA HOLLAND,P.O BOX 220,KB HONSELERSDIIJK P.O BOX 220,PAISES BAJOS (HOLANDA),52.132633,5.291265999999999,SI
COOPERATIVA AGRICOLA DE LOURES,"RUA DO FUNDAL, 45",PORTUGAL,PORTUGAL,39.39987199999999,-8.224454,SI
COOPERATIVA AGRICULTORES GIJON,"CTRA.CARBONERA Nº2230 P.I.ROCES, 5",GIJON,ESPAÑA,43.5162465,-5.6775614,SI
COOPERATIVA DEL CAMPO SAN MIGUEL DE PONTEAREAS,"RUA BARATILLO, S/N",PONTEAREAS,ESPAÑA,42.1749404,-8.5077181,SI
COOPERATIVA DEL CAMPO SANTA CRISTINA,"C/SAGUNTO, 34 - BAJO",VIGO,ESPAÑA,42.2291052,-8.702244499999999,SI
COOPERATIVA XALLAS,RUA COOPERATIVA Nº21,SANTA COMBA,ESPAÑA,43.0363257,-8.8180179,SI
COREBER,"LG COMIANS, 10",LARACHA (A),ESPAÑA,43.1901545,-8.570521000000001,SI
CORMA,"CAMI DEL MIG, 20",PREMIA DE DALT,ESPAÑA,41.5007008,2.3631826,SI
CORTIPLANTA,"ESTRADA NACIONAL, 125CEVADEIRAS",VILA NOVA DE CACELA,PORTUGAL,37.1735994,-7.5312397,SI
COSTA DE LONGARAS,"EMPALME DE MONCELOS, 1",ABADIN,ESPAÑA,43.28338129999999,-7.501772000000001,SI
COSTA-FLOR,"OBISPO ROMERO LEMA, 32-BAJO",BAIZO - ZAS,ESPAÑA,43.0988197,-8.915089000000002,SI
COTOVERDE,"AVDA.HABANA, 23 - OF6",OURENSE,ESPAÑA,42.3428256,-7.8655079,SI
COURA-FLOR,"RUA CONSELHEIRO MIGUEL DANTAS, 61",PAREDES DE COURA,PORTUGAL,41.9120546,-8.5607414,SI
COVEGA AGROPECUARIA,VILAR DE ARRIBA-A PEREIRA,SANTA COMBA,ESPAÑA,42.9884231,-8.8723241,SI
COZINHA VELHA,FAO DE JAES-ARCOCELO,PONTE DE LIMA,PORTUGAL,41.7622565,-8.5832339,SI
CPI DA CAÑIZA - EDIFICIO DE PRIMARIA,"CARBALLO DO MARCO, Nº20",A CAÑIZA,ESPAÑA,42.2159949,-8.281769,SI
CRASPE DIEM,"C/. MENENDEZ PELAYO, 21",GIJON,ESPAÑA,43.54020089999999,-5.6512587,SI
CREAFOGAR,"RUA DA BARROSA, 85 ROXOS",SANTIAGO DE COMPOSTELA,ESPAÑA,42.87944479999999,-8.6037292,SI
CREALEMOS SL,"LG CERNADELA (AL LADO CAPILLA), S/N",MONDARIZ,ESPAÑA,42.2446636,-8.4411917,SI
CRIAVERDE,RUA DO FIAL PASCOAL ABRAVESES,VISEU,PORTUGAL,40.6921406,-7.9260238,SI
CRISPLANTAS II,"RUA MONTE DA AZENHA, S/N",NULL,NULL,41.3478382,-8.5535392,SI
CRISPLANTAS JARDINERIA,"AVDA. DAS FLORES, 199",VERMOIN,PORTUGAL,41.4195639,-8.4438046,SI
CRISTALAR (NO USAR),"LUGAR EIREXE, 13",LINCORA - CHANTADA,ESPAÑA,42.5880943,-7.7469328,SI
CRISTIAN PROL REJO,"CAMIÑO DEVESA,  Nº11SAN JUAN",VIGO,ESPAÑA,42.2032356,-8.728603,SI
CRISTINA ALEXANDRA,GANDARELA TROVISCOSO,MONÇAO,PORTUGAL,42.07301210000001,-8.4461341,SI
CRISTINA BOUZADA,"C/. GONDOMAR,  Nº26",TOMIÑO,ESPAÑA,41.9915521,-8.743825,SI
CRISTINA HERMO LUSTRES,"LUGAR DE GRUNCHEIRAS, 58 - 1ºB",COIRO (SAN SALVADOR),ESPAÑA,42.2713398,-8.7687405,SI
CRISTINA MARTINEZ (TUI),"BERMUN, Nº5RANDUFE",TUI,ESPAÑA,42.04916060000001,-8.6466464,SI
CRISTINA PIÑEIRO FLORISTAS,"RECAMAN, 17",MARIN,ESPAÑA,42.3854414,-8.6951401,SI
CRISTINA ZAFRA,"C/. POLIDEPORTIVO, 10-1ºB",ALCAUDETE,ESPAÑA,37.5874141,-4.0789361,SI
CRUZ ROJA PONTEVEDRA,"C/PADRE GAITE, Nº 5",PONTEVEDRA,ESPAÑA,42.4325959,-8.6380666,SI
CTV,"RUA TRAS DA ESTIVADA, 9-11",TEO,ESPAÑA,42.8368974,-8.5464522,SI
CUECAR (AGROSHOP),"AVDA. CAMILO JOSE CELA, 39-BAJO",CUELLAR,ESPAÑA,41.3985291,-4.309088600000001,SI
CULTIUS BRUGAT,"CAN SUREDA, SERRA MAGRE S/N",RIUDARENES,ESPAÑA,41.8333573,2.7302016,SI
CULTIUS RAMON,CAMI DEL CRIST 1,VILASSAR DE MAR,ESPAÑA,41.4957439,2.3765561,SI
CULTIVOS AMADO,"LUGAR DE TOLLO, 41",GOYAN,ESPAÑA,41.9470138,-8.7728962,SI
CULTIVOS CASAITA,SANTA ROSA 2A,TOMIÑO,ESPAÑA,41.9797578,-8.7512143,SI
CUQUIÑA,"RUA SERRA, 5,  LOCAL 13-15",PONTEVEDRA,ESPAÑA,42.43431340000001,-8.643516,SI
CURIESES,"C/. DOMINE, 2",VILLALON DE CAMPOS,ESPAÑA,42.0988354,-5.0348832,SI
CURRO,CARRER LLOC NOU DE LA CORONA 8,TORRENT,ESPAÑA,39.4211422,-0.3815917,SI
CUSOVIAME,"DR MARTINEZ PARDO, 59 (DIRECCION ENTREGA)",TEIXEIRO,ESPAÑA,43.1381003,-8.035815,SI
D.F. FLORISTERIA,"SUERO DE QUIÑONES, 2 BAJO",LEON,ESPAÑA,42.6019247,-5.5755325,SI
DAFERCU,"LUGAR O PAZO, Nº 2B - TABORDA",TOMIÑO,ESPAÑA,42.0098403,-8.7195556,SI
DALMAU PANISELLO E HIJOS,CTRA. N. 340 KM. 1047.500,VINAROS,ESPAÑA,40.4811366,0.4487795,SI
DAMAJUANA GREENS AND BEANS,"C/. ECUADOR, 82 BAJO",VIGO,ESPAÑA,42.2318023,-8.715703,SI
DANI,"A PEDRA, 15",TOMIÑO,ESPAÑA,41.9954248,-8.731254,SI
DANI DOPAZO,"AREAS-ANTA, 37",TUI,ESPAÑA,42.0373007,-8.6651017,SI
DANZAS GREMIAIS DE POBO,PASEO MALECON S/N BAJO,AZOGUE-BETANZOS,ESPAÑA,43.2837626,-8.2103157,SI
DARA CREATIVA,"BARROTUMBIO, 29 DVINCIOS",GONDOMAR,ESPAÑA,42.1115469,-8.761324199999999,SI
DATCISIONS,"URZAIZ, 182 ENTR.1.PTA.IZQ",VIGO,ESPAÑA,42.2308988,-8.7026585,SI
DAVID SANZ (EMPLEADO),"C/.TRAVESIA DE VIGO 120, 1ºC",VIGO,ESPAÑA,42.2380338,-8.703301,SI
DAVINIA ALVAREZ,"RUA DE TOLLO, 7",GOIAN - TOMIÑO,ESPAÑA,41.9470138,-8.7728962,SI
DAVINIA BELTRAN ART & FLORS,"CTRA. TORTOSA, 10",TIVENYS,ESPAÑA,40.9071,0.51142,SI
DE ABREU FLORISTA,"ANTONIO PALACIOS, 46",PORRIÑO,ESPAÑA,42.160484,-8.6164494,SI
DE CORAÇAO,RUA PALMIRA MEIRELES Nº495 LJ E,LOUSADA,PORTUGAL,41.2751246,-8.2811848,SI
DE LA HOZ VIVEROS,"CTRA. PARACUELLOS A FUENTE EL SAZ KM.13,8",SAN SEBASTIAN DE LOS REYES,ESPAÑA,40.6352139,-3.5107894,SI
DE LA TORRE (ASTURIAS),"Calle Corín Tellado, 14, Bajo 2",GIJON,ESPAÑA,43.5276945,-5.643618,SI
DEACANTO FLORISTAS,"C/. CRISTO DEL AMOR, Nº5 LOCAL DRCHA.",ALCALA DE GUADAIRA,ESPAÑA,37.3386579,-5.8438614,SI
DECOFLOR,"PASEO DE LA CONCORDIA, 35",SOCUELLAMOS,ESPAÑA,39.2887113,-2.7956464,SI
DECOR COSTAVERDE,"AV.DOS CORREIOS, 545-APDO 142",ESMORIZ,PORTUGAL,40.9573344,-8.6332601,SI
DECORACIÖ FLORAL & EVENTS,CAMÍ DE SON LLUÏSO I D'EST TAST,PORRERES-MALLORCA,ESPAÑA,39.5148577,3.0238803,SI
DECORAPLANT,CALLE ISLA DE JAVA S/N POST NUM.56-58,ISLA DE JAVA,ESPAÑA,40.4914724,-3.685084599999999,SI
DECORARTE BODAS,"MAYON, 29",SOUTELO,ESPAÑA,42.5378483,-8.304053699999999,SI
DECOSUREVENTOS,AVDA. DE LA CRUZ DEL CAMPO Nº2 5ºD,SEVILLA,ESPAÑA,37.3847053,-5.9654779,SI
DEFENSA DEL CAMPO,"AVDA. LASALLE, 143",SALAMANCA,ESPAÑA,40.954653,-5.687292999999999,SI
DEFLOREX FLORISTAS,"BOULEVAR PICOS DE EUROPA, 21",SAN SEBASTIAN DE LOS REYES,ESPAÑA,40.555989,-3.6470403,SI
DEL AGRO SOCIEDAD COOPERATIVA,"POLIGONO INDUSTRIAL ALMUÑA, PARCELA 11				",LUARCA,ESPAÑA,43.5348403,-6.514549199999999,SI
DESCARO ESTUDIO FLORAL,GRIXO-LAMAS Nº6,MORAÑA,ESPAÑA,42.5973143,-8.5869171,SI
DESCONTO LOCO,"PLAZA DO CONCELLO, 8 - BAIXO",VIMIANZO,ESPAÑA,42.5547139,-8.9936411,SI
DEVA FLORISTAS.,"C/VALLE INCLAN, 34",CARBALLO,ESPAÑA,43.2153746,-8.6893199,SI
DE´ALCE FLORISTAS,"AVDA.ELADIO LORENZO, 6",MONDOÑEDO,ESPAÑA,43.4338191,-7.361119899999998,SI
DIAGNE SC,"AVDA. CELANOVA, Nº.117PLANTA 2, PUERTA AA VALENZA",BARBADAS,ESPAÑA,42.3117021,-7.8867847,SI
DIAPLANT,"RUA DE MEM GUNDAR, 550GONDAR",AMARANTE,PORTUGAL,41.25164849999999,-8.036847999999999,SI
DIEGO GONZALEZ (CON REC.),"CTRA. RIMOR, KM. 0,8",TORAL DE MERAYO,ESPAÑA,42.5045218,-6.6497812,SI
DIFLOR,"SAN ANTONIÑO, 16 BAJO",BARRO,ESPAÑA,42.4304855,-8.6377806,SI
DIFLOSAL,C/VISTA HERMOSA Nº30,SALAMANCA,ESPAÑA,41.0056198,-5.4965568,SI
DIPUTACION PROVINCIAL DE BADAJOZ,"C/FELIPE CHECA, 23",BADAJOZ,ESPAÑA,38.8796087,-6.9702772,SI
DISBEGAL,"AVDA. ALCALDE LAVADORES, 106",NULL,ESPAÑA,42.2180457,-8.6970336,SI
DISEÑO FLORAL DCARMEN,"AVDA. FONTIÑAS, 205 - BAJO",LUGO,ESPAÑA,43.0024184,-7.5449679,SI
DISTRIBUIDOR DE PLANTAS TORTOSA,AVDA. DE LA CONSTITUCION 50,MONFORTE DEL CID,ESPAÑA,37.9905924,-1.131147,SI
DISTRIFLOR,"RUA DA LAVOURA, Nº35",BEJA,PORTUGAL,38.021599,-7.8604717,SI
DIVAIN TEAM SL,CARRETERA ASTOGA-TI 34,SAN JUSTO DE LA VEGA,ESPAÑA,42.454303,-6.0090327,SI
DIXARDIN,"R/.REPUBLICA CHECA, 17-POL.DE COSTA VELLA",SANTIAGO DE COMPOSTELA,ESPAÑA,42.883282,-8.5437924,SI
DOBLE F IDEAS,"PASEO DEL RIO, 4 - CASA, 31 - URBANIZACION ENTRE BOMBERO 112",POZUELO DE ALARCON,ESPAÑA,40.421858,-3.8061027,SI
DOMINGO FLORISTERIA,"AVDA.CONDE CAMPOMANES, 11",TINEO,ESPAÑA,43.3341168,-6.415909699999999,SI
DOMINGOS DA SILVA ARAUJO,"RUA CANDIDO DA CUNHA, 100",BARCELOS,PORTUGAL,41.5330533,-8.6138783,SI
DON MACETON,"C/. CUEVAS DE PENARRUBIA, 20",LORA DE ESTEPA,ESPAÑA,37.2721575,-4.8028382,SI
DOSAC,"GENERAL ELORZA, 57 BAJO",OVIEDO,ESPAÑA,43.3666546,-5.846896099999999,SI
DROGO TIENDA,"AVDA. ANLLONS, 3",PONTECESO,ESPAÑA,43.2420975,-8.894644699999999,SI
DROGUERIA E FLORISTERIA ORENCIO,"CTRA.DE FANOI, 3",ABADIN (CASCO URBANO),ESPAÑA,43.3640075,-7.475941300000001,SI
DROGUERIA MARI CARMEN,"C/SANCHO CUARTO, 24",CARRION DE LOS CONDES,ESPAÑA,42.3373375,-4.6024326,SI
DULCE FLOR,"AVDA. CIUDAD DE ALMERIA, 54. 7º DERECHA",MURCIA,ESPAÑA,37.9758062,-1.1405111,SI
DULCE MARIA CARBAJAL GOMEZ,"CTRA.DE VILLADEMAR, S/N",VILLADEMAR,ESPAÑA,43.5585531,-6.1507098,SI
DVA,"RUA CETNRAL, 10 - BEMPOSTA",SANTA CATARINA DA SERRA,PORTUGAL,39.6730011,-8.6839485,SI
E NOVO CAMPO,"AV. DO BRASIL, 51 BAJO",SANTA COMBA,ESPAÑA,43.031881,-8.8081769,SI
FLORES PATRI,C/.MARQUES DE ARGULLES Nº5,RIBADESELLA,ESPAÑA,43.4627346,-5.0592561,SI
FLORES PRIS,"C/. CANDIDO FERNANDEZ RIESGO, Nº5 BAJO",SAMA DE LANGREO,ESPAÑA,43.2926545,-5.6772356,SI
FLORES REGALOS & COMPLEMENTOS LA FERIA,"LUGAR CORRAS, Nº5",SAN SADURNIÑO,ESPAÑA,43.5378127,-8.070004599999999,SI
FLORES RIAZA,CALLE JOSE MARTINEZ VELASCO 7,RIAZA,ESPAÑA,41.2793244,-3.47809,SI
FLORES RITA,C/.LA GUARDIA Nº2,TUI,ESPAÑA,42.0403966,-8.6495454,SI
FLORES SARA,"LA RAMBLA, KIOSKO Nº9",PALMA DE MALLORCA,ESPAÑA,39.573627,2.6495524,SI
FLORES SER,"AVDA.SAO TEOTONIO, EDIF.ATENAS - LOJA 19",VALENÇA,PORTUGAL,42.0246881,-8.6425999,SI
FLORES STRELICIA,"C/ RIBERO, 9 - BAJO",CARBALLIÑO (O),ESPAÑA,42.4316311,-8.077507599999999,SI
FLORES SUSANA,"CORDEIRO LUGAR BALLEAS, 8",VALGA,ESPAÑA,42.6908498,-8.6789615,SI
FLORES TEO,"C/LA MOTAM, 6 BAJO B",BENAVENTE,ESPAÑA,42.0007365,-5.6820197,SI
FLORES TRINIDAD,"LA RAMBLA, KIOSKO Nº11",PALMA DE MALLORCA,ESPAÑA,39.573627,2.6495524,SI
FLORES Y FRUTAS MARIA DEL CARMEN,"C/.BENIGNO QUIROGA BAJO, 1",PUEBLA DE SAN JULIAN,ESPAÑA,42.8636785,-7.4453183,SI
